country_code,region_name,iata,icao,airport
CM,Sud,EBW,FKKW,Ebolowa Airport
CM,Sud,KBI,FKKB,Kribi Airport
CM,Sud-Ouest,MMF,FKKF,Mamfe Airport
CM,Sud-Ouest,TKC,FKKC,Tiko Airport
CN,Anhui,AQG,ZSAQ,Anqing Tianzhushan Airport
CN,Anhui,BFU,ZSBB,Bengbu Airport
CN,Anhui,FUG,ZSFY,Fuyang Xiguan Airport
CN,Anhui,HFE,ZSOF,Hefei Xinqiao International Airport
CN,Anhui,JUH,,Chizhou Jiuhuashan Airport
CN,Anhui,TXN,ZSTX,Huangshan Tunxi International Airport
CN,Anhui,WHA,ZSWA,Wuhu Airport
CN,Beijing,PEK,ZBAA,Beijing Capital International Airport
CN,Beijing,PKX,ZBAD,Daxing International Airport
CN,Chongqing Shi,CQW,ZUWL,Chongqing Xiannyushan Airport
CN,Chongqing Shi,WSK,ZUWS,Chongqing Wushan Airport
CN,Chongqing,CKG,ZUCK,Chongqing Jiangbei International Airport
CN,Chongqing,DZU,ZUDZ,Dazu Air Base
CN,Chongqing,JIQ,ZUQJ,Qianjiang Wulingshan Airport
CN,Chongqing,LIA,ZULP,Liangping Airport
CN,Chongqing,WXN,ZUWX,Wanzhou Wuqiao Airport
CN,Fujian,FOC,ZSFZ,Fuzhou Changle International Airport
CN,Fujian,JJN,ZSQZ,Quanzhou Jinjiang International Airport
CN,Fujian,LCX,ZSLO,Longyan Guanzhishan Airport
CN,Fujian,SQJ,ZSSM,Sanming Shaxian Airport
CN,Fujian,WUS,ZSWY,Wuyishan Airport
CN,Fujian,XMN,ZSAM,Xiamen Gaoqi International Airport
CN,Gansu,DNH,ZLDH,Dunhuang Airport
CN,Gansu,GXH,ZLXH,Gannan Xiahe Airport
CN,Gansu,IQN,ZLQY,Qingyang Airport
CN,Gansu,JGN,ZLJQ,Jiayuguan Airport
CN,Gansu,JIC,ZLJC,Jinchang Jinchuan Airport
CN,Gansu,LHW,ZLLL,Lanzhou Zhongchuan International Airport
CN,Gansu,LNL,ZLLN,Longnan Chengzhou Airport
CN,Gansu,THQ,ZLTS,Tianshui Maijishan Airport
CN,Gansu,YZY,ZLZY,Zhangye Ganzhou Airport
CN,Guangdong,CAN,ZGGG,Guangzhou Baiyun International Airport
CN,Guangdong,FUO,ZGFS,Foshan Shadi Airport
CN,Guangdong,HSC,,Shaoguan Guitou Airport
CN,Guangdong,HUZ,ZGHZ,Huizhou Pingtan Airport
CN,Guangdong,MXZ,ZGMX,Meixian Airport
CN,Guangdong,SWA,ZGOW,Jieyang Chaoshan International Airport
CN,Guangdong,SZX,ZGSZ,Shenzhen Bao'an International Airport
CN,Guangdong,XIN,ZGXN,Xingning Air Base
CN,Guangdong,ZHA,ZGZJ,Zhanjiang Airport
CN,Guangdong,ZUH,ZGSD,Zhuhai Jinwan Airport (Zhuhai Sanzao Airport)
CN,Guangxi,AEB,ZGBS,Baise Bama Airport
CN,Guangxi,BHY,ZGBH,Beihai Fucheng Airport
CN,Guangxi,HCJ,ZGHC,Hechi Jinchengjiang Airport
CN,Guangxi,KWL,ZGKL,Guilin Liangjiang International Airport
CN,Guangxi,LZH,ZGZH,Liuzhou Bailian Airport
CN,Guangxi,NNG,ZGNN,Nanning Wuxu International Airport
CN,Guangxi,WUZ,ZGWZ,Wuzhou Xijiang Airport
CN,Guangxi,YLX,,Yulin Fumian Airport
CN,Guizhou,ACX,ZUYI,Xingyi Wanfenglin Airport
CN,Guizhou,AVA,ZUAS,Anshun Huangguoshu Airport
CN,Guizhou,BFJ,ZUBJ,Bijie Feixiong Airport
CN,Guizhou,HZH,ZUNP,Liping Airport
CN,Guizhou,KJH,,Kaili Huangping Airport
CN,Guizhou,KWE,ZUGY,Guiyang Longdongbao International Airport
CN,Guizhou,LLB,ZULB,Libo Airport (Qiannan Airport)
CN,Guizhou,LPF,ZUPS,Liupanshui Yuezhao Airport
CN,Guizhou,TEN,ZUTR,Tongren Fenghuang Airport
CN,Guizhou,WMT,ZUMT,Zunyi Maotai Airport
CN,Guizhou,ZYI,ZUZY,Zunyi Xinzhou Airport
CN,Hainan,BAR,,Qionghai Bo'ao Airport
CN,Hainan,HAK,ZJHK,Haikou Meilan International Airport
CN,Hainan,SYX,ZJSY,Sanya Phoenix International Airport
CN,Hebei,BPE,ZBDH,Qinhuangdao Beidaihe Airport
CN,Hebei,CDE,ZBCD,Chengde Puning Airport
CN,Hebei,HDG,ZBHD,Handan Airport
CN,Hebei,SJW,ZBSJ,Shijiazhuang Zhengding International Airport
CN,Hebei,TVS,ZBTS,Tangshan Sannuhe Airport
CN,Hebei,XNT,ZBXT,Xingtai Dalian Airport
CN,Hebei,ZQZ,ZBZJ,Zhangjiakou Ningyuan Airport
CN,Heilongjiang,DQA,ZYDQ,Daqing Sartu Airport
CN,Heilongjiang,DTU,,Wudalianchi Airport
CN,Heilongjiang,FYJ,ZYFY,Fuyuan Dongji Airport
CN,Heilongjiang,HEK,ZYHE,Heihe Airport
CN,Heilongjiang,HRB,ZYHB,Harbin Taiping International Airport
CN,Heilongjiang,JGD,ZYJD,Jiagedaqi Airport
CN,Heilongjiang,JMU,ZYJM,Jiamusi Dongjiao Airport
CN,Heilongjiang,JSJ,ZYJS,Jiansanjiang Airport
CN,Heilongjiang,JXA,ZYJX,Jixi Xingkaihu Airport
CN,Heilongjiang,LDS,ZYLD,Yichun Lindu Airport
CN,Heilongjiang,MDG,ZYMD,Mudanjiang Hailang Airport
CN,Heilongjiang,NDG,ZYQQ,Qiqihar Sanjiazi Airport
CN,Heilongjiang,OHE,ZYMH,Mohe Gulian Airport
CN,Heilongjiang,YLN,ZYYL,Yilan Airport
CN,Henan Sheng,XAI,ZHXY,Xinyang Minggang Airport
CN,Henan,AYN,ZHAY,Anyang Airport
CN,Henan,CGO,ZHCC,Zhengzhou Xinzheng International Airport
CN,Henan,HQQ,,Anyang Hongqiqu Airport
CN,Henan,HSJ,,Zhengzhou Shangjie Airport
CN,Henan,LYA,ZHLY,Luoyang Beijiao Airport
CN,Henan,NNY,ZHNY,Nanyang Jiangying Airport
CN,Hubei Sheng,EHU,ZHEC,Ezhou Huahu Airport
CN,Hubei,ENH,ZHES,Enshi Xujiaping Airport
CN,Hubei,HPG,ZHSN,Shennongjia Hongping Airport
CN,Hubei,LHK,ZHGH,Laohekou Airport
CN,Hubei,SHS,ZHSS,Shashi Airport
CN,Hubei,WDS,ZHSY,Shiyan Wudangshan Airport
CN,Hubei,WUH,ZHHH,Wuhan Tianhe International Airport
CN,Hubei,XFN,ZHXF,Xiangyang Liuji Airport
CN,Hubei,YIH,ZHYC,Yichang Sanxia Airport
CN,Hunan Sheng,HCZ,ZGCZ,Chenzhou Beihu Airport
CN,Hunan Sheng,YYA,ZGYY,Yueyang Sanhe Airport
CN,Hunan,CGD,ZGCD,Changde Taohuayuan Airport
CN,Hunan,CSX,ZGHA,Changsha Huanghua International Airport
CN,Hunan,DXJ,,Xiangxi Biancheng Airport
CN,Hunan,DYG,ZGDY,Zhangjiajie Hehua Airport
CN,Hunan,HJJ,ZGCJ,Huaihua Zhijiang Airport
CN,Hunan,HNY,ZGHY,Hengyang Nanyue Airport
CN,Hunan,LLF,ZGLG,Yongzhou Lingling Airport
CN,Hunan,WGN,ZGSY,Shaoyang Wugang Airport
CN,Jiangsu,CZX,ZSCG,Changzhou Benniu Airport
CN,Jiangsu,HIA,ZSSH,Huai'an Lianshui Airport
CN,Jiangsu,LYG,ZSLG,Lianyungang Baitabu Airport
CN,Jiangsu,NKG,ZSNJ,Nanjing Lukou International Airport
CN,Jiangsu,NTG,ZSNT,Nantong Xingdong Airport
CN,Jiangsu,RUG,ZSRG,Rugao Air Base
CN,Jiangsu,SZV,ZSSZ,Suzhou Guangfu Airport
CN,Jiangsu,WUX,ZSWX,Sunan Shuofang International Airport
CN,Jiangsu,XUZ,ZSXZ,Xuzhou Guanyin Airport
CN,Jiangsu,YNZ,ZSYN,Yancheng Nanyang International Airport
CN,Jiangsu,YTY,ZSYA,Yangzhou Taizhou Airport
CN,Jiangxi,JDZ,ZSJD,Jingdezhen Luojia Airport
CN,Jiangxi,JGS,ZSJA,Jinggangshan Airport
CN,Jiangxi,JIU,ZSJJ,Jiujiang Lushan Airport
CN,Jiangxi,KHN,ZSCN,Nanchang Changbei International Airport
CN,Jiangxi,KOW,ZSGZ,Ganzhou Huangjin Airport
CN,Jiangxi,SQD,ZSSR,Shangrao Sanqingshan Airport
CN,Jiangxi,YIC,ZSYC,Yichun Mingyueshan Airport
CN,Jilin,CGQ,ZYCC,Changchun Longjia International Airport
CN,Jilin,DBC,ZYBA,Baicheng Chang'an Airport
CN,Jilin,JIL,ZYJL,Jilin Ertaizi Airport
CN,Jilin,NBS,ZYBS,Changbaishan Airport
CN,Jilin,TNH,ZYTN,Tonghua Sanyuanpu Airport
CN,Jilin,YNJ,ZYYJ,Yanji Chaoyangchuan Airport
CN,Jilin,YSQ,ZYSQ,Songyuan Chaganhu Airport
CN,Liaoning,AOG,ZYAS,Anshan Teng'ao Airport
CN,Liaoning,CHG,ZYCY,Chaoyang Airport
CN,Liaoning,CNI,ZYCH,Changhai Airport
CN,Liaoning,DDG,ZYDD,Dandong Langtou Airport
CN,Liaoning,DLC,ZYTL,Dalian Zhoushuizi International Airport
CN,Liaoning,JNZ,ZYJZ,Jinzhou Bay Airport
CN,Liaoning,SHE,ZYTX,Shenyang Taoxian International Airport
CN,Liaoning,XEN,ZYXC,Xingcheng Airport
CN,Liaoning,YKH,ZYYK,Yingkou Lanqi Airport
CN,Nei Mongol,AEQ,,Ar Horqin Airport
CN,Nei Mongol,AXF,,Alxa Left Banner Bayanhot Airport
CN,Nei Mongol,BAV,ZBOW,Baotou Airport
CN,Nei Mongol,CIF,ZBCF,Chifeng Yulong Airport
CN,Nei Mongol,DSN,ZBDS,Ordos Ejin Horo Airport
CN,Nei Mongol,EJN,,Ejin Banner Taolai Airport
CN,Nei Mongol,ERL,ZBER,Erenhot Saiwusu International Airport
CN,Nei Mongol,HET,ZBHH,Hohhot Baita International Airport
CN,Nei Mongol,HLD,ZBLA,Hulunbuir Hailar Airport
CN,Nei Mongol,HLH,ZBUL,Ulanhot Airport
CN,Nei Mongol,HUO,ZBHZ,Holingol Huolinhe Airport
CN,Nei Mongol,NZH,ZBMZ,Manzhouli Xijiao Airport
CN,Nei Mongol,NZL,,Zhalantun Chengjisihan Airport
CN,Nei Mongol,RHT,,Alxa Right Banner Badanjilin Airport
CN,Nei Mongol,RLK,ZBYZ,Bayannur Tianjitai Airport
CN,Nei Mongol,TGO,ZBTL,Tongliao Airport
CN,Nei Mongol,UCB,,Ulanqab Airport
CN,Nei Mongol,WUA,ZBUH,Wuhai Airport
CN,Nei Mongol,WZQ,,Urad Middle Banner Airport
CN,Nei Mongol,XIL,ZBXH,Xilinhot Airport
CN,Nei Mongol,YIE,ZBES,Arxan Yi'ershi Airport
CN,Ningxia,GYU,ZLGY,Guyuan Liupanshan Airport
CN,Ningxia,INC,ZLIC,Yinchuan Hedong International Airport
CN,Ningxia,ZHY,ZLZW,Zhongwei Shapotou Airport (Zhongwei Xiangshan Airport)
CN,Qinghai Sheng,HBQ,ZLHB,Haibei Qilian Airport
CN,Qinghai,GMQ,ZLGL,Golog Maqin Airport
CN,Qinghai,GOQ,ZLGM,Golmud Airport
CN,Qinghai,HTT,,Huatugou Airport
CN,Qinghai,HXD,ZLDL,Delingha Airport
CN,Qinghai,XNN,ZLXN,Xining Caojiabao Airport
CN,Qinghai,YUS,ZLYS,Yushu Batang Airport
CN,Shaanxi,AKA,ZLAK,Ankang Wulipu Airport
CN,Shaanxi,ENY,ZLYA,Yan'an Nanniwan (formerly Ershilipu) Airport
CN,Shaanxi,HZG,ZLHZ,Hanzhong Chenggu Airport
CN,Shaanxi,SIA,ZLSN,Xi'an Xiguan Airport
CN,Shaanxi,UYN,ZLYL,Yulin Yuyang Airport
CN,Shaanxi,XIY,ZLXY,Xi'an Xianyang International Airport
CN,Shandong Sheng,HZA,ZSHZ,Heze Mudan Airport
CN,Shandong,DOY,ZSDY,Dongying Shengli Airport
CN,Shandong,JNG,ZLJN,Jining Qufu Airport
CN,Shandong,LYI,ZSLY,Linyi Shubuling Airport
CN,Shandong,PNJ,,Penglai Shahekou Airport
CN,Shandong,RIZ,,Rizhao Shanzihe Airport
CN,Shandong,TAO,ZSQD,Qingdao Liuting International Airport
CN,Shandong,TNA,ZSJN,Jinan Yaoqiang International Airport
CN,Shandong,WEF,ZSWF,Weifang Airport
CN,Shandong,WEH,ZSWH,Weihai Dashuibo Airport
CN,Shandong,YNT,ZSYT,Yantai Penglai International Airport
CN,Shanghai,PVG,ZSPD,Shanghai Pudong International Airport
CN,Shanghai,SHA,ZSSS,Shanghai Hongqiao International Airport
CN,Shanxi,CIH,ZBCZ,Changzhi Wangcun Airport
CN,Shanxi,DAT,ZBDT,Datong Yungang Airport
CN,Shanxi,LFQ,,Linfen Qiaoli Airport
CN,Shanxi,LLV,ZBLL,Luliang Airport
CN,Shanxi,SZH,ZBSG,Shuozhou Zirun Airport
CN,Shanxi,TYN,ZBYN,Taiyuan Wusu International Airport
CN,Shanxi,WUT,ZBXZ,Xinzhou Wutaishan Airport
CN,Shanxi,YCU,ZBYC,Yuncheng Guangong Airport
CN,Sichuan Sheng,DZH,ZUDA,Dazhou Jinya Airport
CN,Sichuan,AHJ,ZUHY,Hongyuan Airport
CN,Sichuan,BZX,,Bazhong Enyang Airport
CN,Sichuan,CTU,ZUUU,Chengdu Shuangliu International Airport
CN,Sichuan,DAX,ZUDX,Dazhou Heshi Airport
CN,Sichuan,DCY,ZUDC,Daocheng Yading Airport
CN,Sichuan,GHN,ZUGH,Guanghan Airport
CN,Sichuan,GYS,ZUGU,Guangyuan Panlong Airport
CN,Sichuan,GZG,ZUGZ,Garze Gesar Airport
CN,Sichuan,JZH,ZUJZ,Jiuzhai Huanglong Airport
CN,Sichuan,KGT,ZUKD,Kangding Airport
CN,Sichuan,LZG,,Langzhong Gucheng Airport
CN,Sichuan,LZO,ZULZ,Luzhou Yunlong Airport
CN,Sichuan,MIG,ZUMY,Mianyang Nanjiao Airport
CN,Sichuan,NAO,ZUNC,Nanchong Gaoping Airport
CN,Sichuan,PZI,ZUZH,Panzhihua Bao'anying Airport
CN,Sichuan,TFU,ZUTF,Chengdu Tianfu International Airport
CN,Sichuan,XIC,ZUXC,Xichang Qingshan Airport
CN,Sichuan,YBP,ZUYB,Yibin Caiba Airport
CN,Tianjin,TSN,ZBTJ,Tianjin Binhai International Airport
CN,Xinjiang,AAT,ZWAT,Altay Airport
CN,Xinjiang,ACF,,Aral Talim Airport
CN,Xinjiang,AKU,ZWAK,Aksu Airport
CN,Xinjiang,BPL,ZWBL,Bole Alashankou Airport
CN,Xinjiang,FYN,ZWFY,Fuyun Koktokay Airport
CN,Xinjiang,HMI,ZWHM,Hami Airport (Kumul Airport)
CN,Xinjiang,HQL,,Tashkurgan Khunjerab Airport
CN,Xinjiang,HTN,ZWTN,Hotan Airport
CN,Xinjiang,IQM,ZWCM,Qiemo Airport
CN,Xinjiang,JBK,,Qitai Jiangbulake Airport (formerly Berkeley)
CN,Xinjiang,KCA,ZWKC,Kuqa Qiuci Airport
CN,Xinjiang,KHG,ZWSH,Kashgar Airport (Kashi Airport)
CN,Xinjiang,KJI,ZWKN,Kanas Airport
CN,Xinjiang,KRL,ZWKL,Korla Airport
CN,Xinjiang,KRY,ZWKM,Karamay Airport
CN,Xinjiang,NLT,ZWNL,Xinyuan Nalati Airport
CN,Xinjiang,QSZ,,Shache Airport
CN,Xinjiang,RQA,ZWRQ,Ruoqiang Loulan Airport
CN,Xinjiang,SHF,ZWHZ,Shihezi Huayuan Airport
CN,Xinjiang,SXJ,ZWSS,Shanshan Airport
CN,Xinjiang,TCG,ZWTC,Tacheng Airport
CN,Xinjiang,TLQ,ZWTL,Turpan Jiaohe Airport
CN,Xinjiang,TWC,,Tumushuke Tangwangcheng Airport
CN,Xinjiang,URC,ZWWW,Urumqi Diwopu International Airport
CN,Xinjiang,YIN,ZWYN,Yining Airport
CN,Xinjiang,YTW,ZWYT,Yutian Wanfang Airport
CN,Xinjiang,ZFL,,Zhaosu Tianma Airport
CN,Xizang,BPX,ZUBD,Qamdo Bamda Airport
CN,Xizang,DDR,,Xigaze/Rikaze Dingri Airport
CN,Xizang,LGZ,,Shannan Lizang Airport
CN,Xizang,LXA,ZULS,Lhasa Gonggar Airport
CN,Xizang,LZY,ZUNZ,Nyingchi Mainling Airport
CN,Xizang,NGQ,ZUAL,Ngari Gunsa Airport
CN,Xizang,RKZ,ZURK,Shigatse Peace Airport
CN,Yunnan,BSD,ZPBS,Baoshan Yunduan Airport
CN,Yunnan,CWJ,ZPCW,Cangyuan Washan Airport
CN,Yunnan,DIG,ZPDQ,Diqing Shangri-La Airport
CN,Yunnan,DLU,ZPDL,Dali Airport
CN,Yunnan,JHG,ZPJH,Xishuangbanna Gasa Airport
CN,Yunnan,JMJ,ZPJM,Lancang Jingmai Airport
CN,Yunnan,KMG,ZPPP,Kunming Changshui International Airport
CN,Yunnan,LJG,ZPLJ,Lijiang Sanyi Airport
CN,Yunnan,LNJ,ZPLC,Lincang Airport
CN,Yunnan,LUM,ZPMS,Dehong Mangshi Airport
CN,Yunnan,NLH,,Ninglang Luguhu Airport
CN,Yunnan,SYM,ZPSM,Pu'er Simao Airport
CN,Yunnan,TCZ,ZUTC,Tengchong Tuofeng Airport
CN,Yunnan,WNH,ZPWS,Wenshan Puzhehei Airport
CN,Yunnan,YUA,ZPYM,Yuanmou Air Base
CN,Yunnan,ZAT,ZPZT,Zhaotong Airport
CN,Zhejiang,HGH,ZSHC,Hangzhou Xiaoshan International Airport
CN,Zhejiang,HSN,ZSZS,Zhoushan Putuoshan Airport
CN,Zhejiang,HYN,ZSLQ,Taizhou Luqiao Airport
CN,Zhejiang,JUZ,ZSJU,Quzhou Airport
CN,Zhejiang,NGB,ZSNB,Ningbo Lishe International Airport
CN,Zhejiang,WNZ,ZSWZ,Wenzhou Longwan International Airport
CN,Zhejiang,YIW,ZSYW,Yiwu Airport
CO,Amazonas,ACM,,Arica Airport (Colombia)
CO,Amazonas,AYC,,Ayacucho Airport
CO,Amazonas,ECO,,El Encanto Airport
CO,Amazonas,LCR,,La Chorrera Airport
CO,Amazonas,LET,SKLT,Alfredo Vasquez Cobo International Airport
CO,Amazonas,LPD,SKLP,La Pedrera Airport
CO,Amazonas,SSD,SCSF,San Felipe Airport
CO,Amazonas,TCD,SKRA,Tarapaca Airport
CO,Antioquia,ADN,SKAN,Andes Airport
CO,Antioquia,AFI,SKAM,Amalfi Airport (Colombia)
CO,Antioquia,APO,SKLC,Antonio Roldan  Betancourt Airport
CO,Antioquia,ARO,,Arboletes Airport
CO,Antioquia,CAQ,SKCU,Juan H. White Airport
CO,Antioquia,EBG,SKEB,El Bagre Airport (El Tomin Airport)
CO,Antioquia,EOH,SKMD,Olaya Herrera Airport
CO,Antioquia,IGO,SKIG,Jaime Ortiz Betancur Airport
CO,Antioquia,MDE,SKRG,Jose Maria Cordova International Airport
CO,Antioquia,NAR,SKPN,Puerto Nare Airport
CO,Antioquia,NCI,SKNC,Antioquia Airport
CO,Antioquia,NPU,,San Pedro de Uraba Airport
CO,Antioquia,OTU,SKOT,Otu Airport
CO,Antioquia,PBE,SKPR,Morela Airport (Puerto Berrio Airport
CO,Antioquia,SJR,,San Juan de Uraba Airport
CO,Antioquia,SMC,,Santa Maria Airport
CO,Antioquia,TRB,SKTU,Gonzalo Mejia Airport
CO,Antioquia,ULS,,Mulatos Airport
CO,Antioquia,UNC,,Unguia Airport
CO,Antioquia,URR,SKUR,Urrao Airport
CO,Arauca,ARQ,SKAT,El Troncal Airport
CO,Arauca,AUC,SKUC,Santiago Perez  Quiroz Airport
CO,Arauca,RAV,SKCN,Cravo Norte Airport
CO,Arauca,RVE,SKSA,Los Colonizadores Airport
CO,Arauca,TME,SKTM,Gabriel Vargas Santos Airport
CO,Atlantico,BAQ,SKBQ,Ernesto Cortissoz International Airport
CO,Bolivar,CTG,SKCG,Rafael Nunez International Airport
CO,Bolivar,MGN,SKMG,Baracoa Regional Airport
CO,Bolivar,MMP,SKMP,San Bernardo Airport
CO,Boyaca,GCA,,Guacamayas Airport
CO,Boyaca,MOY,,Monterrey Airport
CO,Boyaca,PYA,SKVL,Velasquez Airport
CO,Boyaca,RON,SKPA,Juan Jose Rondon
CO,Boyaca,SJG,,San Pedro de Jagua Airport
CO,Boyaca,SOX,SKSO,Alberto Lleras Camargo Airport
CO,Boyaca,TAU,SKTA,Tauramena Airport
CO,Caldas,MZL,SKMZ,La Nubia Airport (Santaguida Airport)
CO,Caqueta,ACR,SKAC,Araracuara Airport
CO,Caqueta,AYG,SKYA,Yaguara Airport
CO,Caqueta,CQT,,Caquetania Airport
CO,Caqueta,CUI,,Curillo Airport
CO,Caqueta,FLA,SKFL,Gustavo Artunduaga Paredes Airport
CO,Caqueta,SVI,SKSV,Eduardo Falla Solano Airport
CO,Caqueta,TQS,SKTQ,Captain Ernesto Esguerra Cubides Air Base
CO,Casanare,EYP,SKYP,El Alcaravan Airport
CO,Casanare,HTZ,SKHC,Hato Corozal Airport
CO,Casanare,NUH,,Nunchia Airport
CO,Casanare,ORC,SKOE,Orocue Airport
CO,Casanare,PRE,,Pore Airport
CO,Casanare,PZA,SKPZ,Paz de Ariporo Airport
CO,Casanare,SQE,,San Luis de Palenque Airport
CO,Casanare,TDA,SKTD,Trinidad Airport
CO,Casanare,TTM,,Tablon de Tamara Airport
CO,Cauca,GPI,SKGP,Guapi Airport (Juan Casiano Airport)
CO,Cauca,LMX,,Lopez de Micay Airport
CO,Cauca,PPN,SKPP,Guillermo Leon Valencia Airport
CO,Cauca,TBD,SKMB,Timbiqui Airport
CO,Cesar,DZI,,Codazzi Airport
CO,Cesar,GRA,,Gamarra Airport
CO,Cesar,HAY,SKAG,Hacaritama Airport
CO,Cesar,VUP,SKVP,Alfonso Lopez Pumarejo Airport
CO,Choco,ACD,SKAD,Alcides Fernandez Airport
CO,Choco,BHF,SKCP,Bahia Cupica Airport
CO,Choco,BSC,SKBS,Jose Celestino Mutis Airport
CO,Choco,COG,SKCD,Mandinga Airport
CO,Choco,CPB,SKCA,Capurgana Airport
CO,Choco,GGL,,Gilgal Airport
CO,Choco,JUO,SKJU,Jurado Airport
CO,Choco,NQU,SKNQ,Reyes Murillo Airport
CO,Choco,UIB,SKUI,El Carano Airport
CO,Cordoba,AYA,,Ayapel Airport
CO,Cordoba,LRI,,Lorica Airport
CO,Cordoba,MTB,SKML,Montelibano Airport
CO,Cordoba,MTR,SKMR,Los Garzones Airport
CO,Cordoba,PLC,,Planeta Rica Airport
CO,Cordoba,SCA,,Santa Catalina Airport
CO,Cundinamarca,EUO,,Paratebueno Airport
CO,Cundinamarca,HRR,,La Herrera Airport
CO,Cundinamarca,MND,,Medina Airport
CO,Cundinamarca,PAL,SKPQ,Captain German Olano Moreno Air Base
CO,Distrito Capital de Bogota,BOG,SKBO,El Dorado International Airport
CO,Guainia,MHF,,Morichal Airport
CO,Guainia,NAD,,Macanal Airport
CO,Guainia,NBB,SKBM,Barranco Minas Airport
CO,Guainia,PDA,SKPD,Obando Airport
CO,Guaviare,AYI,,Yari Airport
CO,Guaviare,MFS,SKMF,Miraflores Airport
CO,Guaviare,SJE,SKSJ,Jorge Enrique Gonzalez Torres Airport
CO,Huila,CJD,,Candilejas Airport
CO,Huila,NVA,SKNV,Benito Salas Airport
CO,Huila,PCC,,Puerto Rico Airport
CO,Huila,PTX,SKPI,Contador Airport
CO,Huila,SRO,,Santana Ramos Airport
CO,La Guajira,MCJ,SKLM,Jorge Isaacs Airport (La Mina Airport)
CO,La Guajira,RCH,SKRH,Almirante Padilla Airport
CO,La Guajira,SJH,,San Juan del Cesar Airport
CO,Magdalena,ELB,SKBC,Las Flores Airport
CO,Magdalena,IVO,,Chibolo Airport
CO,Magdalena,PLT,SKPL,Plato Airport
CO,Magdalena,SMR,SKSM,Simon Bolivar International Airport
CO,Meta,API,SKAP,Captain Luis F. Gomez Nino Air Base
CO,Meta,BAC,,Barranca de Upia Airport
CO,Meta,CCO,SKCI,Carimagua Airport
CO,Meta,ELJ,SVWX,El Recreo Airport
CO,Meta,GAA,,Guamal Airport
CO,Meta,GMC,,Guerima Airport
CO,Meta,LMC,SKNA,La Macarena Airport
CO,Meta,URI,SKUB,Uribe Airport
CO,Meta,VVC,SKVV,La Vanguardia Airport
CO,Narino,ECR,SKEH,El Charco Airport
CO,Narino,IPI,SKIP,San Luis Airport
CO,Narino,ISD,,Iscuande Airport
CO,Narino,MQR,,Mosquera Airport
CO,Narino,PSO,SKPS,Antonio Narino Airport
CO,Narino,PYN,,Payan Airport
CO,Narino,TCO,SKCO,La Florida Airport
CO,Norte de Santander,CUC,SKCC,Camilo Daza International Airport
CO,Norte de Santander,OCV,SKOC,Aguas Claras Airport
CO,Norte de Santander,TIB,SKTB,Tibu Airport
CO,Putumayo,LQM,SKLG,Caucaya Airport
CO,Putumayo,PUU,SKAS,Tres de Mayo Airport
CO,Putumayo,VGZ,SKVG,Villa Garzon Airport
CO,Quindio,AXM,SKAR,El Eden International Airport
CO,Risaralda,PEI,SKPE,Matecana International Airport
CO,"San Andres, Providencia y Santa Catalina",ADZ,SKSP,Gustavo Rojas Pinilla International Airport
CO,"San Andres, Providencia y Santa Catalina",PVA,SKPV,El Embrujo Airport
CO,Santander,AZT,,Zapatoca Airport
CO,Santander,BGA,SKBG,Palonegro International Airport
CO,Santander,CIM,SKCM,Cimitarra Airport
CO,Santander,EJA,SKEJ,Yariguies Airport
CO,Santander,SNT,SKRU,Las Cruces Airport
CO,Sucre,CVE,SKCV,Covenas Airport
CO,Sucre,CZU,SKCZ,Las Brujas Airport
CO,Sucre,SRS,,San Marcos Airport
CO,Sucre,TLU,SKTL,Golfo de Morrosquillo Airport
CO,Tolima,CPL,SKHA,General Navas Pardo Airport
CO,Tolima,GIR,SKGI,Santiago Vila Airport
CO,Tolima,IBE,SKIB,Perales Airport
CO,Tolima,MQU,SKQU,Mariquita Airport
CO,Tolima,PLA,,Planadas Airport
CO,Valle del Cauca,ACL,,Aguaclara Airport
CO,Valle del Cauca,BUN,SKBU,Gerardo Tobar Lopez Airport
CO,Valle del Cauca,CLO,SKCL,Alfonso Bonilla Aragon International Airport
CO,Valle del Cauca,CRC,SKGO,Santa Ana Airport
CO,Valle del Cauca,ULQ,SKUL,Heriberto Gil Martinez
CO,Vaupes,ARF,,Acaricuara Airport
CO,Vaupes,CUO,SKCR,Caruru Airport
CO,Vaupes,MFB,,Monfort Airport
CO,Vaupes,MIX,,Miriti-Parana Airport
CO,Vaupes,MVP,SKMU,Fabio Alberto Leon Bentley Airport
CO,Vaupes,VAB,,Yavarate Airport
CO,Vichada,CSR,,Casuarito Airport
CO,Vichada,LGT,SKGA,Las Gaviotas Airport
CO,Vichada,LPE,SKIM,La Primavera Airport
CO,Vichada,PCR,SKPC,German Olano Airport
CO,Vichada,SSL,SKSL,Santa Rosalia Airport
CR,Alajuela,FON,MRAN,La Fortuna Airport
CR,Alajuela,LSL,MRLC,Los Chiles Airport
CR,Alajuela,RFR,MRRF,Rio Frio Airport
CR,Alajuela,SJO,MROC,Juan Santamaria International Airport
CR,Alajuela,UPL,MRUP,Upala Airport
CR,Guanacaste,CSC,MRMJ,Canas Mojica Airport
CR,Guanacaste,LIR,MRLB,Daniel Oduber Quiros International Airport
CR,Guanacaste,NCT,MRNC,Nicoya Guanacaste Airport
CR,Guanacaste,NOB,MRNS,Nosara Airport
CR,Guanacaste,PBP,MRIA,Punta Islita Airport
